carat,cut,clarity,depth,table,price,E,F,G,H,I,J,cube
1.01,2,7,62.2,54.0,8104,0,0,1,0,0,0,166.56256800000003
2.01,4,0,61.7,63.0,8104,0,0,0,1,0,0,307.118406
2.01,1,2,64.3,54.0,8104,0,0,0,0,0,1,328.94715
1.31,3,5,61.0,58.0,8106,0,0,0,1,0,0,216.54432
1.02,2,7,59.2,58.0,8107,0,0,1,0,0,0,169.36607999999998
1.56,1,5,62.3,64.0,8107,0,0,0,0,0,1,250.87296
1.16,3,4,61.9,58.0,8107,0,0,1,0,0,0,189.431424
1.5,3,3,62.6,59.0,8108,0,0,0,0,0,0,235.29312
1.5,1,3,63.4,59.0,8108,0,0,0,0,0,0,239.07600000000002
1.77,1,3,63.4,60.0,8109,0,0,0,0,0,1,281.76786
1.19,3,4,62.6,58.0,8109,0,0,1,0,0,0,191.983836
1.34,1,5,59.1,60.0,8109,0,0,0,1,0,0,217.97204000000002
1.52,3,4,62.0,59.0,8110,0,0,0,0,0,1,246.342144
1.52,3,4,62.4,59.0,8110,0,0,0,0,0,1,246.411328
1.26,2,2,61.6,56.0,8110,0,0,0,1,0,0,203.10998399999997
1.26,2,2,61.9,57.0,8110,0,0,0,1,0,0,203.58676799999998
1.11,2,4,61.4,57.0,8112,0,0,1,0,0,0,181.68597999999997
1.5,1,2,64.9,57.0,8112,0,0,0,1,0,0,233.87364
1.26,3,5,60.1,61.0,8113,0,0,1,0,0,0,206.579648
1.15,2,5,58.5,57.0,8114,0,0,0,0,0,0,195.82516799999996
1.05,3,4,62.3,55.0,8114,0,1,0,0,0,0,173.54195100000004
1.0,4,6,63.4,57.0,8115,0,0,1,0,0,0,161.840376
1.7,1,3,63.6,56.0,8115,0,0,0,1,0,0,271.955124
1.47,3,3,59.4,59.0,8115,0,1,0,0,0,0,244.989108
1.67,3,3,62.6,60.0,8118,0,0,0,1,0,0,268.692608
1.01,2,5,62.1,58.0,8119,0,0,0,0,0,0,163.53024
1.04,2,6,62.5,55.0,8120,0,0,1,0,0,0,171.26297999999997
1.07,2,7,62.8,57.0,8120,0,0,1,0,0,0,173.32438399999998
1.01,3,1,60.0,61.0,8120,0,0,1,0,0,0,159.58977000000002
1.01,3,1,63.0,60.0,8120,0,0,1,0,0,0,159.873315
1.14,2,4,61.8,55.0,8121,0,0,1,0,0,0,188.69593600000002
1.2,4,5,62.2,58.0,8124,0,0,1,0,0,0,192.954825
1.3,2,5,62.8,56.0,8124,0,0,0,1,0,0,213.384402
1.0,3,4,59.7,60.0,8124,0,0,0,0,0,0,159.01056
1.52,3,3,58.7,62.0,8127,0,0,0,1,0,0,254.09232000000003
1.5,4,2,60.3,60.0,8127,0,0,0,0,1,0,248.870822
1.23,3,5,61.1,57.0,8128,0,0,1,0,0,0,203.91686400000003
1.11,2,4,62.8,55.0,8129,0,0,1,0,0,0,182.5824
1.14,4,5,59.0,60.0,8131,0,1,0,0,0,0,187.719012
1.52,2,2,61.9,56.0,8131,0,0,0,0,0,1,249.575469
1.21,2,7,61.3,57.0,8131,0,0,0,1,0,0,201.09589200000002
1.23,2,5,61.5,54.0,8133,0,0,1,0,0,0,202.6349
1.03,2,4,62.3,57.0,8133,0,1,0,0,0,0,169.89816
1.01,2,4,62.1,54.0,8133,0,1,0,0,0,0,164.965752
1.4,3,2,62.1,60.0,8133,0,0,0,1,0,0,228.44164
1.57,0,4,67.3,66.0,8133,0,0,0,1,0,0,174.68212499999998
1.7,1,5,63.6,59.0,8134,0,0,0,0,0,1,268.667388
1.51,3,3,59.3,61.0,8135,1,0,0,0,0,0,254.122629
1.0,4,7,63.0,54.0,8138,0,0,1,0,0,0,165.06517300000002
1.0,4,5,62.4,57.0,8138,0,0,0,0,0,0,162.00192000000004
1.6,2,2,62.2,55.0,8138,0,0,0,0,0,1,261.769908
1.28,3,5,62.1,60.0,8139,0,0,1,0,0,0,205.90765
1.21,3,5,61.3,58.0,8139,0,1,0,0,0,0,198.40719599999997
1.5,1,3,57.9,61.0,8144,0,0,1,0,0,0,243.47269799999998
1.23,3,4,59.6,60.0,8145,0,0,1,0,0,0,201.31899000000004
1.07,2,7,62.3,54.0,8145,0,0,1,0,0,0,175.04179200000002
1.7,1,5,64.0,58.0,8146,0,0,0,0,0,1,263.47885199999996
1.5,3,3,60.8,58.0,8148,0,0,0,1,0,0,243.006848
1.5,4,3,61.3,63.0,8148,0,0,1,0,0,0,234.22308000000004
1.09,2,7,62.0,54.8,8149,0,0,1,0,0,0,179.40779999999998
1.06,3,7,59.6,58.0,8149,0,0,1,0,0,0,173.62817500000003
1.2,4,4,62.5,57.0,8150,0,0,1,0,0,0,196.2225
1.52,4,3,60.9,57.0,8151,0,0,1,0,0,0,253.89000000000001
1.0,3,6,63.0,56.0,8154,0,1,0,0,0,0,161.0336
1.0,3,6,62.1,59.0,8154,0,0,1,0,0,0,158.60864
1.13,2,5,60.1,56.0,8157,0,1,0,0,0,0,189.11505599999998
1.02,2,4,61.0,56.0,8157,0,1,0,0,0,0,167.989756
1.02,2,4,62.6,54.0,8157,0,1,0,0,0,0,166.20489
1.09,2,5,60.6,57.0,8158,1,0,0,0,0,0,179.46568800000003
1.5,1,2,62.9,60.0,8161,0,0,0,0,1,0,228.89660800000001
1.02,2,1,62.5,57.0,8162,0,0,1,0,0,0,164.09120000000001
1.33,4,2,63.3,56.0,8163,0,1,0,0,0,0,210.827555
1.01,3,7,61.2,58.0,8163,0,0,1,0,0,0,165.76758
1.3,3,2,61.4,59.0,8164,0,1,0,0,0,0,209.60811299999997
1.5,1,5,64.3,60.0,8165,0,0,0,1,0,0,232.173024
1.5,1,5,63.9,59.0,8165,0,0,0,1,0,0,239.97355000000002
1.5,4,3,62.7,59.0,8167,1,0,0,0,0,0,239.81229999999996
1.22,2,4,62.6,56.0,8167,0,0,0,1,0,0,201.295809
1.02,2,6,61.5,57.0,8168,0,0,1,0,0,0,165.41719600000002
1.03,2,4,62.1,55.0,8169,0,1,0,0,0,0,169.48165
1.06,3,6,61.1,58.0,8170,0,0,1,0,0,0,171.60840000000002
1.51,2,4,61.9,58.0,8170,0,0,0,0,0,1,241.19804799999997
1.0,4,7,63.2,56.0,8172,0,1,0,0,0,0,160.01999999999998
1.42,2,5,60.4,55.0,8173,0,0,0,0,1,0,238.007952
1.55,4,3,62.5,61.0,8174,0,0,0,1,0,0,245.74173199999998
1.59,2,2,62.4,55.0,8176,0,0,0,0,0,1,259.68316000000004
1.0,3,4,59.1,59.0,8176,1,0,0,0,0,0,164.84361599999997
1.54,3,2,63.0,59.0,8176,0,0,1,0,0,0,243.594054
1.2,3,4,58.4,61.0,8177,0,0,1,0,0,0,194.499225
1.5,1,3,59.7,61.0,8181,0,1,0,0,0,0,243.56848799999997
1.02,3,4,60.3,58.0,8181,0,0,0,0,0,0,167.99884200000002
1.02,3,4,61.3,58.0,8181,0,0,0,0,0,0,167.89391199999997
1.02,2,4,60.5,56.0,8181,0,0,0,0,0,0,167.22936
1.62,3,2,62.0,60.0,8183,0,0,0,0,0,1,259.60243199999996
1.6,3,3,59.4,59.0,8184,0,0,0,1,0,0,258.21
1.5,4,3,62.5,60.0,8184,0,0,0,1,0,0,241.4685
1.11,4,2,60.7,59.0,8184,0,0,1,0,0,0,176.43779999999998
1.16,2,5,62.1,57.0,8185,0,0,0,0,0,0,188.02947
1.12,2,5,60.9,56.0,8189,0,0,1,0,0,0,184.69622
1.5,3,3,61.7,58.0,8190,1,0,0,0,0,0,228.69432
1.5,3,3,58.0,60.0,8190,1,0,0,0,0,0,244.35863999999995
1.5,3,2,58.6,62.0,8190,0,0,0,0,1,0,241.665208
1.5,3,3,62.0,62.0,8190,0,0,1,0,0,0,239.01872499999996
1.5,0,3,59.9,68.0,8190,1,0,0,0,0,0,237.3668
1.5,1,3,64.3,57.0,8190,0,0,1,0,0,0,244.59408000000002
1.04,4,4,62.3,59.0,8192,0,0,0,0,0,0,166.04287200000002
1.52,4,3,62.3,59.0,8192,0,1,0,0,0,0,247.421218
1.13,2,7,60.7,57.0,8192,0,0,1,0,0,0,188.646534
1.51,2,2,62.7,57.0,8193,0,0,0,0,1,0,246.27644999999995
1.52,4,3,62.7,57.0,8194,0,0,0,1,0,0,247.82592000000002
1.48,4,5,63.0,58.0,8196,0,0,0,0,1,0,232.691408
1.21,3,4,61.6,58.0,8196,0,1,0,0,0,0,198.00915199999997
1.01,3,4,61.8,54.0,8201,0,0,0,0,0,0,162.70531200000002
1.52,3,7,58.3,62.0,8202,0,0,0,0,0,1,250.79516000000004
1.07,2,5,62.5,57.0,8202,0,0,0,0,0,0,171.270288
1.12,2,4,61.5,56.0,8202,0,0,1,0,0,0,186.22583
1.51,2,5,61.5,56.0,8203,0,0,0,0,0,1,247.60252000000003
1.09,3,4,60.9,58.0,8204,0,1,0,0,0,0,179.099505
1.51,3,4,61.4,57.0,8204,0,0,0,0,0,1,242.97173999999995
1.53,3,4,62.8,59.0,8205,0,0,0,0,0,1,246.81483999999995
1.53,3,4,60.1,59.0,8205,0,0,0,0,0,1,252.44865
1.54,2,4,62.0,53.0,8207,0,0,0,0,0,1,256.414158
1.51,1,4,65.8,57.0,8210,0,0,0,0,1,0,238.41755700000002
1.01,4,7,59.8,58.0,8212,0,1,0,0,0,0,164.852365
1.07,2,7,62.8,54.0,8212,0,0,1,0,0,0,174.82604999999998
1.41,1,2,63.7,58.0,8212,0,1,0,0,0,0,221.717888
1.22,2,5,61.4,56.0,8213,0,0,1,0,0,0,200.80656000000002
1.22,3,5,61.8,58.0,8213,0,0,1,0,0,0,200.8737
1.51,4,2,63.5,57.0,8214,0,0,0,0,1,0,238.41464800000003
1.51,4,2,62.8,59.0,8214,0,0,0,0,1,0,235.805526
1.0,4,7,61.4,58.0,8216,0,1,0,0,0,0,159.808992
1.52,3,4,61.2,59.0,8216,0,0,0,0,0,1,245.300704
1.4,0,5,66.5,56.0,8216,0,1,0,0,0,0,208.69201599999997
1.52,4,4,62.2,55.0,8217,0,0,0,0,0,1,250.32483
1.0,2,6,61.9,57.0,8217,0,0,1,0,0,0,163.118169
1.51,2,5,62.0,56.0,8217,0,0,0,0,0,1,243.26228
1.06,4,4,59.6,60.0,8219,1,0,0,0,0,0,180.35999999999999
1.12,3,6,58.9,60.0,8219,0,0,1,0,0,0,188.804694
1.51,4,5,63.1,57.0,8219,0,0,0,1,0,0,238.03382399999998
1.73,1,0,63.6,59.0,8220,1,0,0,0,0,0,276.93792
1.62,2,3,62.2,57.0,8220,0,0,0,0,1,0,266.62978300000003
2.33,3,0,60.7,58.0,8220,0,0,0,1,0,0,386.06284800000003
1.57,2,2,62.4,57.0,8221,0,0,0,0,0,1,258.4191
1.51,4,5,63.1,56.0,8223,0,0,0,0,1,0,244.45871999999997
1.4,3,2,62.4,57.0,8223,0,0,0,1,0,0,227.99921400000002
1.4,3,2,62.2,58.0,8223,0,0,0,1,0,0,226.34764800000002
1.5,2,7,61.3,56.0,8224,0,0,0,1,0,0,240.90466400000003
1.04,4,1,61.7,58.0,8225,0,0,1,0,0,0,172.08906
1.02,2,5,61.0,56.0,8225,1,0,0,0,0,0,169.190994
1.25,2,2,60.7,56.0,8226,0,0,1,0,0,0,209.63034
1.0,4,7,61.1,55.0,8227,0,1,0,0,0,0,167.732103
1.31,2,2,62.4,57.0,8227,0,1,0,0,0,0,206.862336
1.59,2,7,60.3,57.0,8227,0,0,0,0,0,1,266.16033
1.57,2,3,62.6,58.0,8228,0,0,0,0,1,0,253.195254
1.32,2,2,62.1,57.0,8231,0,0,1,0,0,0,216.27566999999996
1.2,4,5,61.1,58.0,8232,0,1,0,0,0,0,195.562136
1.5,3,3,63.0,59.0,8232,0,1,0,0,0,0,237.1824
1.11,4,4,62.1,58.0,8233,0,1,0,0,0,0,183.90293999999997
1.11,2,5,60.9,57.0,8233,0,1,0,0,0,0,184.69417500000003
1.23,2,5,62.4,57.0,8233,0,0,1,0,0,0,201.11891200000002
1.27,4,4,60.7,54.0,8235,0,0,0,1,0,0,211.02553499999996
1.07,2,7,62.4,55.6,8235,0,0,1,0,0,0,172.74708
1.03,2,4,62.8,54.0,8237,0,1,0,0,0,0,167.69916
1.26,2,4,60.9,57.0,8238,0,0,0,1,0,0,207.061275
1.0,2,7,61.2,56.0,8239,0,0,1,0,0,0,166.95835
0.9,1,6,62.9,58.0,8239,0,0,0,0,0,0,139.67840999999999
1.53,4,2,63.1,57.0,8242,0,0,0,0,1,0,246.33627200000004
1.51,1,2,62.5,57.0,8242,0,0,0,0,1,0,241.4685
1.51,1,3,61.0,56.0,8243,0,0,0,1,0,0,240.16103099999998
1.02,2,4,60.1,57.0,8244,1,0,0,0,0,0,169.28919199999999
1.51,1,2,63.7,61.0,8245,0,0,0,0,1,0,230.79771000000005
1.51,1,3,63.8,59.0,8245,0,1,0,0,0,0,237.943764
1.0,4,6,62.3,55.0,8246,0,0,1,0,0,0,162.50180799999998
1.03,2,6,62.0,56.0,8248,0,0,1,0,0,0,171.7404
1.12,2,5,62.1,56.0,8251,0,1,0,0,0,0,182.637273
1.01,2,7,62.2,54.0,8252,0,0,1,0,0,0,166.56256800000003
1.13,2,5,62.0,54.0,8253,1,0,0,0,0,0,184.73507999999998
1.54,2,3,62.0,59.0,8254,0,0,0,0,1,0,246.67502399999998
1.5,1,2,61.1,63.0,8254,0,0,0,0,1,0,237.99362799999997
1.17,3,5,60.2,58.0,8256,0,1,0,0,0,0,194.63864
1.26,2,5,62.5,57.0,8256,0,0,0,0,0,0,203.2395
1.27,2,2,62.1,55.0,8256,0,0,0,0,0,0,207.58339199999998
1.3,3,2,61.1,53.0,8256,0,1,0,0,0,0,219.06931199999997
1.35,4,4,63.4,56.0,8256,0,0,1,0,0,0,222.16302299999998
2.04,4,0,59.3,61.0,8257,0,0,0,0,1,0,336.21225000000004
1.24,2,5,60.8,56.0,8257,0,0,0,1,0,0,203.24870399999998
1.77,4,3,63.4,60.0,8257,0,0,0,0,0,1,281.76786
1.5,1,2,63.1,54.0,8258,0,0,0,0,1,0,247.88794799999997
1.54,3,2,60.9,59.0,8258,0,0,0,0,1,0,250.749996
1.52,3,4,62.4,59.0,8258,0,0,0,0,0,1,246.411328
1.52,3,4,62.0,59.0,8258,0,0,0,0,0,1,246.342144
1.51,0,2,65.8,62.0,8260,0,0,0,1,0,0,233.58715999999998
1.31,4,5,60.4,58.0,8261,0,0,0,1,0,0,213.131072
1.31,2,5,61.8,57.0,8261,0,0,0,1,0,0,215.59121999999994
1.7,3,3,59.8,61.0,8263,0,0,0,1,0,0,267.095478
1.72,0,3,64.6,58.0,8264,0,0,0,0,0,0,271.881192
1.01,4,7,63.0,56.0,8265,0,1,0,0,0,0,162.70976
1.19,2,5,62.0,57.0,8265,0,1,0,0,0,0,192.49776
1.01,3,4,62.4,58.0,8265,0,0,0,0,0,0,163.17424200000002
1.2,3,5,62.8,62.0,8266,0,1,0,0,0,0,185.123004
1.17,2,1,61.0,53.0,8266,0,0,0,1,0,0,197.753335
1.4,4,3,61.8,54.0,8268,0,0,0,0,0,0,229.20878400000004
1.04,2,6,62.5,55.0,8268,0,0,1,0,0,0,171.26297999999997
1.53,4,3,59.3,60.0,8270,1,0,0,0,0,0,245.320608
1.39,2,7,61.6,53.0,8271,0,0,0,0,1,0,231.129528
1.51,1,4,61.5,59.0,8271,0,0,0,0,0,1,237.756288
1.54,2,5,61.9,57.0,8275,0,0,0,0,0,1,254.95499999999996
1.41,2,4,61.6,56.0,8275,0,0,0,0,0,1,230.488392
1.2,2,4,61.6,57.0,8275,0,0,0,1,0,0,196.67856999999998
1.5,1,7,63.3,57.0,8276,0,0,0,0,0,1,242.78799999999998
1.12,2,5,62.0,55.0,8279,0,0,0,0,0,0,181.921896
1.01,2,5,62.6,55.0,8279,0,0,0,0,0,0,167.136996
1.2,3,5,62.0,59.0,8279,1,0,0,0,0,0,190.16408399999997
1.1,2,4,61.7,57.0,8279,0,1,0,0,0,0,182.301105
1.52,1,3,63.0,61.0,8280,0,0,1,0,0,0,241.7324
1.25,3,6,58.2,61.0,8281,0,0,1,0,0,0,206.2266
1.09,2,7,62.5,56.0,8282,0,0,1,0,0,0,176.43612
1.7,1,5,63.6,59.0,8282,0,0,0,0,0,1,268.667388
1.51,2,2,61.6,56.0,8283,0,0,1,0,0,0,239.46749999999997
1.51,2,2,61.6,56.0,8283,0,0,1,0,0,0,239.46749999999997
1.41,4,2,62.6,59.0,8283,0,0,0,1,0,0,224.95284
1.03,2,4,61.7,56.0,8284,1,0,0,0,0,0,169.41889099999997
1.06,2,4,61.1,57.0,8285,0,0,1,0,0,0,173.782188
0.4,2,3,61.3,56.0,622,0,0,0,0,0,0,65.516904
0.4,4,3,58.7,59.0,622,1,0,0,0,0,0,64.97167200000001
0.33,4,5,61.5,59.4,623,0,0,1,0,0,0,54.94637500000001
0.27,2,7,62.1,57.0,623,0,0,0,1,0,0,43.5584
0.27,3,7,60.7,59.0,623,0,0,0,1,0,0,44.981745
0.32,4,4,58.9,63.0,624,0,0,0,1,0,0,51.21864
0.32,4,5,61.5,59.7,624,0,1,0,0,0,0,50.825664
0.3,2,4,61.8,56.0,624,0,0,1,0,0,0,49.828340999999995
0.3,2,4,63.1,55.0,624,0,0,1,0,0,0,49.45725
0.3,2,4,62.0,56.0,624,0,0,1,0,0,0,49.482576
0.3,2,4,62.2,55.0,624,0,0,1,0,0,0,49.252956
0.3,2,4,60.9,57.0,624,0,0,1,0,0,0,50.14436
0.3,2,4,61.8,57.0,624,0,0,1,0,0,0,49.29724800000001
0.3,2,4,62.4,57.0,624,0,0,1,0,0,0,49.96944
0.3,2,4,60.6,57.0,624,0,0,1,0,0,0,51.26352000000001
0.4,2,2,62.3,55.0,624,0,0,0,0,1,0,66.139
0.25,2,1,61.7,56.0,624,0,0,1,0,0,0,41.57564
0.36,4,2,63.1,57.0,624,0,0,0,0,1,0,58.688629999999996
0.36,3,2,60.4,60.0,624,0,0,0,0,1,0,58.823688
0.37,2,4,62.6,57.0,624,0,0,0,0,0,1,59.13123000000001
0.37,2,4,62.4,55.0,624,0,0,0,0,0,1,61.337087999999994
0.37,4,3,63.4,57.0,624,0,0,1,0,0,0,60.09321500000001
0.37,4,3,63.3,55.0,624,0,0,1,0,0,0,61.44115800000001
0.37,3,3,60.2,60.0,624,0,1,0,0,0,0,60.53599999999999
0.37,3,3,60.7,57.0,624,0,1,0,0,0,0,60.842628000000005
0.33,3,5,58.8,62.0,624,0,0,0,1,0,0,53.900205
0.32,3,2,62.0,60.0,624,1,0,0,0,0,0,52.971281999999995
0.28,1,5,63.7,60.0,625,1,0,0,0,0,0,47.386152
0.42,4,3,58.6,58.0,625,0,0,0,0,0,0,70.91022000000001
0.41,2,5,61.4,54.0,625,0,0,0,0,1,0,68.767608
1.21,2,6,62.8,55.0,8286,0,0,0,1,0,0,197.44309199999998
1.01,3,4,60.0,58.0,8286,0,0,0,0,0,0,170.06615999999997
1.51,0,3,61.8,66.0,8287,0,1,0,0,0,0,227.74098399999997
1.51,0,5,64.6,58.0,8287,0,0,0,0,1,0,238.021355
1.51,2,2,61.9,57.0,8287,0,0,0,1,0,0,245.46522
1.61,4,3,61.9,57.0,8288,1,0,0,0,0,0,257.108544
1.53,2,2,61.9,58.0,8289,0,0,0,1,0,0,250.798968
1.5,4,3,62.2,58.0,8291,1,0,0,0,0,0,245.00195999999997
1.5,4,2,63.1,59.0,8291,0,0,0,0,1,0,235.021272
1.5,2,2,62.7,57.0,8291,0,0,0,0,1,0,239.48014999999998
1.23,3,4,59.6,60.0,8293,0,0,1,0,0,0,201.31899000000004
1.21,3,5,60.3,60.0,8294,0,0,1,0,0,0,194.823018
1.21,3,1,62.2,58.0,8294,0,0,0,1,0,0,196.92256000000003
1.21,2,5,61.5,56.0,8294,0,0,1,0,0,0,198.299488
1.09,2,7,61.2,57.0,8295,0,0,1,0,0,0,179.00215199999997
1.09,2,4,60.4,58.0,8296,0,0,1,0,0,0,180.54356
1.24,4,4,62.0,55.0,8298,0,0,1,0,0,0,205.428795
1.51,2,4,61.3,61.0,8298,0,0,0,0,0,1,245.50832
1.24,2,5,62.2,56.0,8298,0,1,0,0,0,0,205.31295999999998
1.52,3,2,61.2,60.0,8299,0,0,0,0,1,0,246.509952
1.52,2,3,61.0,56.0,8299,1,0,0,0,0,0,250.07638500000002
1.24,2,4,61.6,56.0,8299,0,0,0,1,0,0,202.0484
1.24,2,4,62.1,56.0,8299,0,0,0,1,0,0,200.76528
1.52,3,3,60.9,57.0,8299,0,0,1,0,0,0,253.89000000000001
1.54,4,3,62.3,56.0,8301,0,0,0,1,0,0,247.756932
1.55,2,2,62.4,57.0,8301,0,0,0,0,0,1,260.93625
1.02,2,4,62.2,54.0,8303,1,0,0,0,0,0,166.566578
1.21,3,4,59.5,58.0,8305,0,0,1,0,0,0,203.256352
1.09,2,4,60.3,57.0,8305,0,0,1,0,0,0,181.62385600000002
1.02,2,1,62.5,57.0,8311,0,0,1,0,0,0,164.09120000000001
1.51,3,3,61.4,56.0,8311,0,0,0,0,0,0,243.30728399999998
1.27,4,2,62.5,58.0,8312,0,0,0,0,0,0,204.89912399999997
1.51,1,2,63.7,58.0,8313,0,0,0,0,1,0,241.643292
1.22,2,4,61.3,56.0,8313,0,0,1,0,0,0,201.679632
1.47,3,3,61.6,60.0,8314,0,1,0,0,0,0,245.052162
1.14,4,4,63.1,59.0,8315,1,0,0,0,0,0,183.185574
1.5,1,5,61.9,60.0,8316,0,0,0,0,1,0,237.51
1.5,3,3,60.7,58.0,8316,0,0,1,0,0,0,242.134089
1.5,3,3,62.7,59.0,8316,1,0,0,0,0,0,239.81229999999996
1.02,4,4,62.9,54.0,8317,1,0,0,0,0,0,166.507792
1.56,4,3,59.9,59.0,8317,0,0,0,1,0,0,252.22305599999999
1.02,2,6,61.5,57.0,8317,0,0,1,0,0,0,165.41719600000002
1.01,3,7,61.8,59.0,8319,0,1,0,0,0,0,165.063336
1.06,3,6,61.1,58.0,8319,0,0,1,0,0,0,171.60840000000002
1.2,2,5,59.9,61.0,8321,0,0,1,0,0,0,193.69608000000002
1.08,2,4,62.1,53.0,8321,0,1,0,0,0,0,180.11664000000002
1.72,3,2,61.7,58.0,8324,0,0,0,0,0,1,288.430329
1.56,3,4,61.1,59.0,8324,0,0,0,0,0,1,257.967584
1.59,2,2,62.4,55.0,8325,0,0,0,0,0,1,259.68316000000004
1.11,3,4,61.2,58.0,8329,1,0,0,0,0,0,181.51308
1.01,4,5,62.0,60.0,8330,0,1,0,0,0,0,160.52958
1.6,3,3,59.4,59.0,8333,0,0,0,1,0,0,258.21
1.5,3,3,62.5,60.0,8333,0,0,0,1,0,0,241.4685
1.0,3,4,61.9,55.0,8333,0,0,0,0,0,0,160.78080000000003
1.0,3,4,62.2,55.0,8333,0,0,0,0,0,0,165.376
1.2,4,5,62.6,56.0,8334,0,1,0,0,0,0,193.01236200000002
1.2,2,5,62.3,55.0,8334,0,1,0,0,0,0,196.632968
1.65,2,2,62.5,56.0,8334,0,0,0,0,0,1,270.691278
1.01,1,4,64.1,55.0,8339,0,0,0,0,0,0,162.928612
1.22,4,5,62.3,58.0,8340,0,0,1,0,0,0,196.34507200000002
1.04,3,4,62.3,59.0,8341,0,0,0,0,0,0,166.04287200000002
1.04,2,4,59.1,56.0,8341,0,0,0,0,0,0,171.34988500000003
1.51,2,2,61.1,59.0,8342,0,0,0,0,1,0,245.96638000000002
1.52,3,3,62.3,59.0,8342,0,1,0,0,0,0,247.421218
1.06,2,4,61.7,57.0,8344,0,1,0,0,0,0,174.285675
1.14,2,4,61.4,57.0,8346,0,0,1,0,0,0,191.2248
1.16,3,4,58.7,58.0,8346,1,0,0,0,0,0,191.230572
1.02,2,4,62.6,57.0,8347,0,0,0,0,0,0,165.68832
1.08,2,6,61.6,56.0,8347,0,0,1,0,0,0,179.0712
1.5,1,4,60.7,61.0,8347,0,0,0,0,0,1,234.57381999999998
1.01,4,4,59.4,59.0,8348,1,0,0,0,0,0,165.446304
1.21,2,4,62.2,57.0,8348,1,0,0,0,0,0,196.92256000000003
1.21,2,5,61.5,56.0,8348,0,1,0,0,0,0,197.542041
1.15,4,7,58.4,59.0,8349,0,0,1,0,0,0,190.27785599999999
1.13,3,4,61.1,59.0,8353,1,0,0,0,0,0,184.32288
1.51,0,2,68.3,57.0,8355,0,0,0,0,1,0,225.36348
1.64,4,3,63.2,57.0,8357,0,1,0,0,0,0,268.2477
1.13,4,5,61.9,61.0,8358,1,0,0,0,0,0,179.95064
1.06,2,7,61.7,56.0,8358,0,0,1,0,0,0,175.51542399999997
1.0,1,6,63.4,59.0,8359,1,0,0,0,0,0,156.4992
1.07,3,4,62.0,60.0,8359,0,0,0,0,0,0,171.73838
1.16,4,7,62.3,59.0,8361,0,0,1,0,0,0,187.919424
1.81,0,2,56.2,62.0,8362,0,0,0,0,0,1,300.28785600000003
1.22,3,5,61.8,58.0,8362,0,0,1,0,0,0,200.8737
1.22,2,5,61.4,56.0,8362,0,0,1,0,0,0,200.80656000000002
1.57,2,5,62.3,54.0,8363,0,0,0,0,0,1,262.33725000000004
1.74,3,5,61.9,62.0,8364,0,0,0,0,0,1,270.03756
1.09,2,7,60.6,57.0,8364,0,0,1,0,0,0,179.63369999999998
1.25,2,4,62.1,57.0,8365,0,0,0,1,0,0,204.54205199999998
1.53,3,2,62.4,60.0,8365,0,0,0,1,0,0,245.205178
1.71,3,3,59.0,60.0,8366,0,0,0,0,1,0,284.947794
1.52,3,4,61.2,59.0,8366,0,0,0,0,0,1,245.300704
1.0,2,6,61.9,57.0,8366,0,0,1,0,0,0,163.118169
1.52,3,3,58.6,62.0,8366,0,0,0,0,0,0,248.38002
1.73,1,0,63.6,59.0,8370,1,0,0,0,0,0,276.93792
1.51,3,4,62.1,58.0,8371,0,0,0,0,0,1,249.44512000000003
1.5,2,2,62.3,56.0,8371,0,0,0,0,1,0,250.53209999999996
1.51,4,3,60.8,56.0,8372,0,0,0,1,0,0,249.85927199999998
1.01,4,6,61.8,59.0,8373,0,0,1,0,0,0,165.061346
1.0,1,7,60.2,62.0,8374,0,0,0,0,0,0,160.91601599999998
1.03,4,7,61.3,57.0,8375,0,1,0,0,0,0,169.09500300000002
1.22,4,5,62.7,58.0,8377,0,0,1,0,0,0,193.75104
1.6,2,3,61.9,57.0,8377,0,0,0,0,1,0,260.651072
1.6,4,3,60.5,60.0,8377,0,1,0,0,0,0,258.89856
1.2,1,5,63.6,57.0,8380,1,0,0,0,0,0,192.249064
1.23,3,4,62.8,56.0,8381,0,0,1,0,0,0,200.414214
1.23,3,4,61.8,58.0,8381,0,0,1,0,0,0,199.53100799999999
1.75,1,3,64.1,56.0,8385,0,0,0,1,0,0,277.92682499999995
1.03,2,7,60.7,57.0,8385,0,0,1,0,0,0,169.79690000000002
1.33,2,5,59.5,57.0,8385,0,0,0,1,0,0,222.699906
1.2,1,4,63.6,58.0,8387,0,0,1,0,0,0,180.70307199999996
1.51,0,2,65.8,56.0,8387,0,1,0,0,0,0,239.60224
1.51,3,3,62.4,58.0,8388,0,0,0,1,0,0,246.411328
1.5,4,7,63.3,56.0,8391,0,0,0,0,0,1,239.727276
1.31,2,4,62.4,56.0,8392,0,0,0,1,0,0,213.02960000000002
1.07,2,7,62.4,54.0,8393,0,0,1,0,0,0,174.238848
1.12,2,4,62.5,54.0,8394,0,0,1,0,0,0,185.517045
1.51,2,2,61.2,60.0,8396,0,0,0,0,1,0,246.17863599999998
1.51,2,2,59.4,61.0,8396,0,0,0,0,1,0,249.64144
1.7,3,3,60.2,61.0,8397,0,1,0,0,0,0,278.794752
1.03,2,6,62.0,56.0,8398,0,0,1,0,0,0,171.7404
1.5,3,2,60.0,60.0,8400,0,1,0,0,0,0,248.092152
